Id,MSSubClass,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,ExterQual,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
163,20,12182,NridgHt,1Story,7,5,2005,Gable,Gd,Gd,1541,Y,SBrkr,1541,2,3,1,Gd,7,1,2,532,0,5,2010,New,Partial,220000
164,45,5500,OldTown,1.5Unf,4,6,1956,Gable,TA,TA,882,Y,SBrkr,882,1,1,1,TA,4,0,0,0,0,4,2007,WD,Normal,103200
165,40,5400,OldTown,1Story,6,7,1926,Gable,TA,TA,1149,Y,FuseA,1616,2,3,1,Gd,5,0,1,216,0,10,2007,WD,Normal,152000
166,190,10106,Edwards,1.5Fin,5,7,1940,Gable,TA,TA,644,Y,SBrkr,1355,2,4,2,TA,6,0,0,0,0,9,2008,WD,Normal,127500
167,20,10708,ClearCr,1Story,5,5,1955,Hip,Gd,TA,1617,Y,FuseA,1867,1,2,1,TA,7,3,1,303,0,11,2009,COD,Normal,190000
168,60,10562,NridgHt,2Story,8,5,2007,Gable,Gd,Ex,1582,Y,SBrkr,2161,1,3,1,Ex,8,1,3,789,0,11,2007,New,Partial,325624
169,60,8244,Gilbert,2Story,7,5,2004,Gable,Gd,Gd,840,Y,SBrkr,1720,2,3,1,Gd,7,1,2,440,0,5,2007,WD,Normal,183500
170,20,16669,Timber,1Story,8,6,1981,Hip,Gd,Gd,1686,Y,SBrkr,1707,2,2,1,TA,6,1,2,511,0,1,2006,WD,Normal,228000
171,50,12358,OldTown,1.5Fin,5,6,1941,Gable,TA,TA,720,Y,SBrkr,1382,1,2,1,TA,7,0,2,660,0,5,2007,WD,Normal,128500
172,20,31770,NAmes,1Story,6,5,1960,Hip,TA,TA,1080,Y,SBrkr,1656,1,3,1,TA,7,2,2,528,0,5,2010,WD,Normal,215000
173,160,5306,StoneBr,2Story,7,7,1987,Gable,Gd,Gd,1064,Y,SBrkr,1767,2,2,1,Gd,5,1,2,504,0,6,2006,WD,Normal,239000
174,20,10197,NAmes,1Story,6,5,1961,Gable,TA,TA,1362,Y,SBrkr,1362,1,3,1,TA,6,1,2,504,0,6,2008,COD,Normal,163000
175,20,12416,Timber,1Story,6,5,1986,Gable,TA,Gd,1606,Y,SBrkr,1651,2,3,1,TA,7,1,2,616,0,11,2008,WD,Normal,184000
176,20,12615,Edwards,1Story,6,7,1950,Gable,TA,TA,1202,Y,SBrkr,2158,2,4,1,Gd,7,1,2,576,0,6,2007,WD,Normal,243000
177,60,10029,ClearCr,2Story,6,5,1988,Gable,Gd,Gd,1151,Y,SBrkr,2060,2,4,1,TA,8,1,2,521,0,9,2007,WD,Normal,211000
178,50,13650,Sawyer,1.5Fin,5,5,1958,Gable,Gd,TA,1052,Y,SBrkr,1920,2,4,1,Gd,8,1,2,451,0,7,2006,WD,Normal,172500
179,20,17423,StoneBr,1Story,9,5,2008,Hip,Ex,Ex,2216,Y,SBrkr,2234,2,1,1,Ex,9,1,3,1166,0,7,2009,New,Partial,501837
180,30,8520,OldTown,1Story,5,6,1923,Gable,Gd,TA,968,Y,SBrkr,968,1,2,1,TA,5,0,2,480,0,7,2007,WD,Normal,100000
181,160,2117,Somerst,2Story,6,5,2000,Gable,Gd,Gd,756,Y,SBrkr,1525,2,3,1,Gd,5,1,2,440,0,6,2007,WD,Normal,177000
182,70,7588,Crawfor,2Story,7,6,1920,Gable,TA,Fa,793,Y,SBrkr,1802,1,4,1,TA,9,1,1,216,0,7,2006,WD,Normal,200100
183,20,9060,Edwards,1Story,5,6,1957,Hip,TA,NA,0,Y,SBrkr,1340,1,3,1,TA,7,1,1,252,0,6,2007,WD,Normal,120000
184,50,11426,OldTown,1.5Fin,7,5,2003,Gable,TA,Gd,1362,Y,SBrkr,2082,2,3,1,Gd,6,0,2,484,0,6,2008,WD,Normal,200000
185,50,7438,BrkSide,1.5Fin,5,8,1908,Gable,TA,Fa,504,Y,SBrkr,1252,1,3,1,TA,5,0,2,576,0,6,2006,WD,Normal,127000
186,75,22950,OldTown,2.5Fin,10,9,1892,Gable,Gd,TA,1107,Y,SBrkr,3608,2,4,1,Ex,12,2,3,840,0,6,2006,WD,Normal,475000
187,80,9947,Mitchel,SLvl,7,5,1990,Gable,TA,Gd,1188,Y,SBrkr,1217,2,3,1,Gd,6,0,2,497,0,6,2009,WD,Normal,173000
188,50,10410,OldTown,1.5Fin,5,7,1916,Gable,TA,Fa,660,Y,SBrkr,1656,2,3,1,TA,8,0,1,180,0,8,2009,WD,Normal,135000
189,90,7018,SawyerW,SFoyer,5,5,1979,Gable,TA,Gd,1086,Y,SBrkr,1224,0,2,2,TA,6,2,2,528,0,6,2009,WD,Alloca,153337
190,120,4923,StoneBr,1Story,8,5,2001,Gable,Gd,Ex,1593,Y,SBrkr,1593,1,0,1,Ex,5,1,2,682,0,8,2008,WD,Normal,286000
191,70,10570,Crawfor,2Story,8,8,1932,Hip,Gd,Gd,853,Y,SBrkr,2727,2,3,1,Gd,10,2,2,440,0,12,2007,WD,Normal,315000
192,60,7472,NAmes,2Story,7,9,1972,Gable,TA,TA,725,Y,SBrkr,1479,1,4,1,Gd,7,0,2,484,0,6,2007,WD,Normal,184000
193,20,9017,CollgCr,1Story,7,5,1999,Gable,Gd,Gd,1431,Y,SBrkr,1431,2,3,1,Gd,6,0,2,666,0,9,2009,WD,Normal,192000
194,160,2522,Edwards,2Story,7,5,2004,Gable,Gd,Gd,970,Y,SBrkr,1709,2,3,1,Gd,7,0,2,380,0,5,2006,WD,Normal,130000
195,20,7180,CollgCr,1Story,5,7,1972,Hip,TA,TA,864,Y,SBrkr,864,1,3,1,TA,5,0,1,352,0,5,2008,WD,Normal,127000
196,160,2280,NPkVill,2Story,6,6,1976,Gable,TA,Gd,855,Y,SBrkr,1456,2,3,1,TA,7,1,2,440,0,7,2009,WD,Normal,148500
197,20,9416,Somerst,1Story,7,5,2007,Hip,Ex,Ex,1726,Y,SBrkr,1726,2,3,1,Ex,8,1,3,786,0,9,2007,New,Partial,311872
198,75,25419,NAmes,2Story,8,4,1918,Gable,Gd,TA,1360,Y,SBrkr,3112,2,4,1,Gd,8,1,2,795,512,3,2006,WD,Abnorml,235000
199,75,5520,OldTown,2.5Fin,6,6,1912,Gable,TA,TA,755,Y,SBrkr,2229,1,5,1,TA,8,0,0,0,0,7,2009,WD,Abnorml,104000
200,20,9591,NridgHt,1Story,8,5,2004,Hip,Gd,Ex,1713,Y,SBrkr,1713,2,3,1,Ex,7,1,3,856,0,1,2009,WD,Normal,274900
201,20,8546,Edwards,1Story,4,5,2003,Gable,TA,Gd,1121,Y,SBrkr,1121,2,2,1,TA,5,0,2,440,0,3,2010,WD,Normal,140000
202,20,10125,Mitchel,1Story,6,6,1977,Gable,TA,TA,1196,Y,SBrkr,1279,2,3,1,TA,6,2,2,473,0,2,2008,WD,Normal,171500
203,50,7000,OldTown,1.5Fin,6,6,1924,Gable,TA,Fa,617,Y,SBrkr,1310,2,2,1,TA,6,0,1,398,0,5,2006,COD,Normal,112000
204,120,4438,CollgCr,1Story,6,5,2004,Gable,Gd,Gd,848,Y,SBrkr,848,1,1,1,Gd,3,1,2,420,0,1,2008,WD,Normal,149000
205,50,3500,OldTown,1.5Fin,5,7,1947,Gable,TA,TA,720,Y,SBrkr,1284,1,2,1,TA,5,0,1,240,0,4,2009,WD,Normal,110000
206,20,11851,Gilbert,1Story,7,5,1990,Gable,TA,Gd,1424,Y,SBrkr,1442,2,3,1,TA,5,0,2,500,0,5,2009,WD,Normal,180500
207,20,13673,Sawyer,1Story,5,5,1962,Gable,TA,TA,1140,Y,SBrkr,1696,1,3,1,TA,8,1,1,349,0,3,2007,WD,Normal,143900
208,20,12493,NAmes,1Story,4,5,1960,Gable,TA,TA,1100,Y,SBrkr,1100,1,3,1,TA,6,1,1,312,0,4,2008,WD,Normal,141000
209,60,14364,SawyerW,2Story,7,5,1988,Gable,Gd,Gd,1157,Y,SBrkr,2062,2,3,1,TA,7,1,2,454,0,4,2007,WD,Normal,277000
210,20,8250,NAmes,1Story,6,7,1964,Hip,TA,Gd,1092,Y,SBrkr,1092,1,3,1,TA,6,0,2,504,0,7,2008,WD,Normal,145000
211,30,5604,Edwards,1Story,5,6,1925,Gable,TA,TA,864,N,FuseA,864,1,2,1,TA,5,0,0,0,0,4,2008,WD,Normal,98000
212,20,10420,Edwards,1Story,6,5,2009,Gable,TA,Gd,1212,Y,SBrkr,1212,2,3,1,Gd,6,0,2,460,0,3,2010,WD,Normal,186000
213,60,8640,Somerst,2Story,7,5,2009,Gable,TA,Gd,900,Y,SBrkr,1852,2,3,1,Gd,7,1,2,644,0,7,2009,New,Partial,252678
214,20,13568,CollgCr,1Story,5,5,1995,Gable,TA,Gd,990,Y,SBrkr,990,1,3,1,TA,5,0,2,576,0,7,2006,WD,Normal,156000
215,60,10900,CollgCr,2Story,6,7,1977,Gable,TA,Gd,689,Y,SBrkr,1392,1,3,1,TA,6,0,1,299,0,3,2010,WD,Normal,161750
216,20,10011,NAmes,1Story,5,6,1957,Gable,TA,TA,1070,Y,SBrkr,1236,1,2,1,Gd,6,1,1,447,0,5,2006,WD,Normal,134450
217,20,8450,CollgCr,1Story,7,5,2004,Gable,Gd,Gd,1436,Y,SBrkr,1436,2,3,1,Gd,8,0,2,484,0,4,2008,WD,Normal,210000
218,70,9906,OldTown,2Story,4,4,1925,Gable,TA,TA,686,N,SBrkr,1328,1,3,1,TA,8,0,1,210,0,9,2006,WD,Family,107000
219,50,15660,Crawfor,1.5Fin,7,9,1939,Gable,Gd,TA,798,Y,SBrkr,1954,1,3,1,Gd,8,2,2,431,0,5,2008,WD,Normal,311500
220,120,3010,Blmngtn,1Story,7,5,2005,Gable,Gd,Gd,1248,Y,SBrkr,1248,2,2,1,Gd,5,0,2,438,0,3,2006,New,Partial,167240
221,20,8990,CollgCr,1Story,7,5,2006,Gable,Gd,Gd,1498,Y,SBrkr,1498,2,2,1,Gd,5,0,2,675,0,4,2006,New,Partial,204900
222,60,8068,Gilbert,2Story,6,5,2002,Gable,Gd,Gd,1010,Y,SBrkr,2267,2,4,1,Gd,8,1,2,390,0,12,2009,ConLI,Normal,200000
223,60,11475,NWAmes,2Story,6,6,1975,Gable,TA,Gd,713,Y,SBrkr,1552,2,3,1,TA,6,1,2,434,0,2,2006,WD,Normal,179900
224,20,10500,NAmes,1Story,4,6,1971,Gable,TA,TA,864,Y,SBrkr,864,1,2,1,TA,4,0,2,576,0,3,2009,WD,Abnorml,97000
225,20,13472,NridgHt,1Story,10,5,2003,Hip,Ex,Ex,2392,Y,SBrkr,2392,2,3,1,Ex,8,1,3,968,0,6,2009,WD,Normal,386250
226,160,1680,BrDale,2Story,5,5,1971,Gable,TA,TA,630,Y,SBrkr,1302,2,3,1,TA,6,0,1,280,0,5,2009,COD,Abnorml,112000
227,60,9950,NoRidge,2Story,7,5,1995,Gable,Gd,Gd,1203,Y,SBrkr,2520,2,4,1,Gd,9,1,3,721,0,6,2007,WD,Abnorml,290000
228,160,1869,BrDale,2Story,6,6,1970,Gable,TA,TA,483,Y,SBrkr,987,1,2,1,TA,5,0,1,280,0,9,2008,WD,Normal,106000
229,20,8521,Sawyer,1Story,5,5,1967,Gable,TA,TA,912,Y,SBrkr,912,1,3,1,TA,5,1,1,336,0,5,2010,WD,Normal,125000
230,120,3182,Blmngtn,1Story,7,5,2005,Gable,Gd,Gd,1373,Y,SBrkr,1555,2,2,1,Gd,7,1,2,430,0,5,2009,WD,Normal,192500
231,20,8760,NAmes,1Story,6,6,1959,Hip,TA,TA,1194,Y,SBrkr,1194,1,3,1,TA,6,0,1,312,0,4,2010,WD,Normal,148000
232,60,15138,NoRidge,2Story,8,5,1995,Gable,Gd,Gd,1462,Y,SBrkr,2794,2,4,1,Ex,9,1,3,810,0,7,2009,WD,Normal,403000
233,160,1680,BrDale,2Story,6,5,1972,Gable,TA,TA,483,Y,SBrkr,987,1,2,1,TA,5,1,1,288,0,6,2006,WD,Normal,94500
234,20,10650,CollgCr,1Story,5,6,1976,Gable,TA,TA,894,Y,SBrkr,894,1,3,1,TA,5,0,1,308,0,2,2010,WD,Normal,128200
235,60,7851,Gilbert,2Story,6,5,2002,Gable,Gd,Gd,860,Y,SBrkr,1960,2,4,1,Gd,8,2,2,440,0,5,2010,WD,Normal,216500
236,160,1680,BrDale,2Story,6,3,1971,Gable,TA,TA,483,Y,SBrkr,987,1,2,1,TA,5,0,1,264,0,8,2008,WD,Normal,89500
237,20,8773,CollgCr,1Story,7,5,2004,Gable,Gd,Gd,1414,Y,SBrkr,1414,2,3,1,Gd,6,0,2,494,0,5,2010,WD,Normal,185500
238,60,9453,SawyerW,2Story,7,7,1993,Gable,Gd,Gd,996,Y,SBrkr,1744,2,3,1,Gd,7,0,2,457,0,2,2010,WD,Normal,194500
239,20,12030,NridgHt,1Story,8,5,2007,Hip,Ex,Ex,1694,Y,SBrkr,1694,2,3,1,Gd,7,0,3,818,0,12,2007,New,Partial,318000
240,50,8741,Edwards,1.5Fin,6,4,1945,Gable,TA,TA,735,Y,FuseA,1487,1,3,1,TA,7,1,1,220,0,4,2010,WD,Normal,113000
241,20,9000,Somerst,1Story,8,5,2008,Gable,Gd,Gd,1566,Y,SBrkr,1566,2,3,1,Gd,7,0,2,750,0,4,2010,WD,Normal,262500
242,30,3880,OldTown,1Story,5,9,1945,Gable,TA,TA,686,Y,SBrkr,866,1,2,1,Gd,4,0,0,0,0,8,2007,WD,Normal,110500
243,50,5000,OldTown,1.5Fin,5,4,1900,Gable,TA,TA,540,N,FuseA,1440,1,3,1,TA,6,0,1,352,0,4,2006,WD,Normal,79000
244,160,10762,SawyerW,2Story,6,6,1980,Gable,TA,Gd,626,Y,SBrkr,1217,1,3,1,TA,6,1,1,288,0,4,2009,WD,Normal,120000
245,60,8880,SawyerW,2Story,7,5,1994,Gable,Gd,Gd,948,Y,SBrkr,2110,2,3,1,Gd,8,2,2,463,0,5,2010,WD,Normal,205000
246,20,10400,NWAmes,1Story,7,5,1988,Gable,TA,Gd,1845,Y,SBrkr,1872,2,3,1,TA,6,1,2,604,0,6,2006,WD,Normal,241500
247,190,9142,OldTown,2Story,6,8,1910,Gable,TA,Fa,1020,N,FuseP,1928,2,4,2,Fa,9,0,1,440,0,4,2006,WD,Normal,137000
248,20,11310,NAmes,1Story,6,5,1954,Hip,TA,TA,1367,Y,SBrkr,1375,1,2,1,TA,5,1,2,451,0,6,2006,WD,Normal,140000
249,60,11317,CollgCr,2Story,7,5,2003,Gable,Gd,Gd,840,Y,SBrkr,1668,2,3,1,Gd,8,0,2,500,0,9,2007,WD,Normal,180000
250,50,159000,ClearCr,1.5Fin,6,7,1958,Gable,Gd,Gd,1444,Y,SBrkr,2144,2,4,1,Gd,7,2,2,389,0,6,2007,WD,Normal,277000
251,30,5350,BrkSide,1Story,3,2,1940,Gable,TA,TA,728,Y,SBrkr,1306,1,3,1,Fa,6,0,0,0,0,5,2010,WD,Normal,76500
252,120,4750,Crawfor,1Story,8,5,2006,Hip,Gd,Gd,1573,Y,SBrkr,1625,2,2,1,Gd,5,1,2,538,0,12,2007,WD,Family,235000
253,60,8366,SawyerW,2Story,6,5,2004,Gable,Gd,Gd,798,Y,SBrkr,1640,2,3,1,Gd,6,0,2,520,0,12,2008,WD,Normal,173000
254,80,9350,NAmes,SLvl,6,7,1964,Hip,TA,Gd,1302,Y,SBrkr,1302,2,3,1,Gd,7,0,1,309,0,10,2007,CWD,Normal,158000
255,20,8400,NAmes,1Story,5,6,1957,Gable,TA,TA,1314,Y,SBrkr,1314,1,3,1,TA,5,0,1,294,0,6,2010,WD,Normal,145000
256,60,8738,Gilbert,2Story,7,5,1999,Gable,Gd,Gd,975,Y,SBrkr,2291,2,4,1,Gd,8,1,2,429,0,2,2006,WD,Normal,230000
257,60,8791,Somerst,2Story,6,5,2003,Gable,Gd,Gd,864,Y,SBrkr,1728,2,3,1,Gd,7,0,2,673,0,5,2008,WD,Normal,207500
258,20,8814,CollgCr,1Story,7,5,2006,Gable,Gd,Gd,1604,Y,SBrkr,1604,2,3,1,Gd,8,1,2,660,0,3,2009,WD,Abnorml,220000
259,60,12435,CollgCr,2Story,7,5,2001,Gable,Gd,Gd,963,Y,SBrkr,1792,2,3,1,Gd,7,1,2,564,0,5,2008,WD,Normal,231500
260,20,12702,OldTown,1Story,5,5,1956,Gable,TA,NA,0,Y,FuseA,882,1,2,1,TA,4,0,1,308,0,12,2008,WD,Normal,97000
261,80,19296,NAmes,SLvl,6,5,1962,Gable,TA,TA,1362,Y,SBrkr,1382,1,3,1,TA,6,1,2,884,0,5,2009,WD,Normal,176000
262,60,9588,CollgCr,2Story,8,5,2007,Gable,Gd,Ex,1482,Y,SBrkr,2574,2,3,1,Ex,10,1,3,868,0,11,2007,New,Partial,276000
263,80,8471,Sawyer,SLvl,6,7,1977,Gable,TA,Gd,506,Y,SBrkr,1212,1,3,1,TA,6,1,2,492,0,7,2006,WD,Normal,151000
264,50,5500,OldTown,1.5Fin,5,7,1929,Gable,TA,TA,926,Y,SBrkr,1316,1,3,1,TA,6,0,2,484,0,4,2010,WD,Normal,130000
265,30,5232,OldTown,1Story,5,5,1925,Gable,TA,Fa,680,N,FuseP,764,1,2,1,TA,4,0,2,504,0,6,2008,WD,Normal,73000
266,20,12090,NWAmes,1Story,6,6,1981,Gable,TA,Gd,1422,Y,SBrkr,1422,2,3,1,Gd,7,1,2,576,0,6,2008,WD,Normal,175500
267,60,11207,Gilbert,2Story,6,5,1997,Gable,TA,Gd,802,Y,SBrkr,1511,2,3,1,TA,8,1,2,413,0,6,2006,WD,Normal,185000
268,75,8400,SWISU,2.5Fin,5,8,1939,Gable,TA,TA,720,Y,SBrkr,2192,2,4,1,Gd,8,1,1,240,0,7,2008,WD,Normal,179500
269,30,6900,IDOTRR,1Story,5,6,1940,Gable,TA,TA,740,Y,SBrkr,778,1,2,1,TA,4,1,1,924,0,2,2008,WD,Normal,120500
270,20,7917,Edwards,1Story,6,7,1976,Hip,TA,TA,1143,Y,SBrkr,1113,1,3,1,TA,6,1,1,504,0,5,2007,WD,Normal,148000
271,60,10728,Somerst,2Story,8,5,2006,Gable,Gd,Gd,1095,Y,SBrkr,1939,2,3,1,Gd,8,1,3,1053,0,8,2006,New,Partial,266000
272,20,39104,ClearCr,1Story,7,7,1954,Flat,TA,Gd,1385,Y,SBrkr,1363,1,2,1,TA,5,2,2,439,0,4,2008,WD,Normal,241500
273,60,11764,NoRidge,2Story,8,7,1999,Gable,Gd,Gd,1152,Y,SBrkr,2270,2,4,1,Gd,9,1,3,671,0,4,2010,WD,Normal,290000
274,20,9600,NAmes,1Story,6,6,1958,Hip,TA,TA,1240,Y,SBrkr,1632,2,3,1,TA,6,1,1,338,0,4,2009,WD,Normal,139000
275,20,8314,Mitchel,1Story,5,7,1982,Gable,TA,TA,816,Y,SBrkr,816,1,2,1,TA,5,0,1,264,0,6,2007,WD,Normal,124500
276,50,7264,BrkSide,1.5Fin,7,7,1925,Gable,Gd,TA,952,N,SBrkr,1548,2,3,1,Ex,5,0,2,672,0,10,2009,WD,Normal,205000
277,20,9196,Mitchel,1Story,7,5,2003,Gable,Gd,Ex,1560,Y,SBrkr,1560,2,3,1,Gd,7,0,2,573,0,4,2010,WD,Normal,201000
278,20,19138,Gilbert,1Story,4,5,1951,Gable,TA,TA,864,Y,SBrkr,864,1,2,1,TA,4,0,2,400,0,6,2010,WD,Normal,141000
279,20,14450,NridgHt,1Story,9,5,2006,Gable,Ex,Ex,2121,Y,SBrkr,2121,2,3,1,Ex,8,1,3,732,0,5,2007,New,Partial,415298
280,60,10005,ClearCr,2Story,7,5,1977,Hip,TA,Gd,1160,Y,SBrkr,2022,2,4,1,TA,8,1,2,505,0,3,2008,WD,Normal,192000
281,60,11287,SawyerW,2Story,7,6,1989,Gable,Gd,Gd,807,Y,SBrkr,1982,2,3,1,Gd,7,1,2,575,0,1,2007,WD,Normal,228500
282,20,7200,Somerst,1Story,6,5,2006,Gable,Gd,Gd,1262,Y,SBrkr,1262,2,2,1,Gd,5,0,2,572,0,5,2006,New,Partial,185000
283,120,5063,NridgHt,1Story,7,5,2007,Gable,Gd,Gd,1314,Y,SBrkr,1314,2,2,1,Gd,6,1,2,626,0,4,2009,ConLw,Normal,207500
284,20,9612,Somerst,1Story,8,5,2008,Gable,Gd,Gd,1468,Y,SBrkr,1468,2,3,1,Gd,6,1,3,898,0,12,2009,New,Partial,244600
285,120,8012,SawyerW,1Story,6,5,1992,Gable,Gd,Gd,1575,Y,SBrkr,1575,2,2,1,Gd,5,0,2,529,0,7,2007,WD,Normal,179200
286,160,4251,Somerst,2Story,7,5,2006,Gable,Gd,Gd,625,Y,SBrkr,1250,2,2,1,Gd,5,0,2,528,0,6,2007,New,Partial,164700
287,50,9786,NAmes,1.5Fin,6,7,1962,Gable,TA,TA,912,Y,SBrkr,1734,1,3,1,Gd,7,1,2,440,0,6,2006,WD,Normal,159000
288,20,8125,NAmes,1Story,4,4,1971,Gable,TA,TA,858,Y,SBrkr,858,1,3,1,TA,5,0,0,0,0,6,2006,WD,Normal,88000
289,20,9819,Sawyer,1Story,5,5,1967,Gable,TA,TA,882,Y,SBrkr,900,1,3,1,TA,5,0,1,280,0,2,2010,WD,Normal,122000
290,70,8730,BrkSide,2Story,6,7,1915,Gable,TA,TA,698,Y,FuseA,1396,1,3,1,TA,7,0,1,384,0,7,2007,WD,Normal,153575
291,60,15611,CollgCr,2Story,8,5,2006,Gable,Gd,Gd,1079,Y,SBrkr,1919,2,3,1,Gd,8,1,2,685,0,7,2006,New,Partial,233230
292,190,5687,SWISU,2Story,5,6,1912,Gable,TA,TA,780,N,SBrkr,1716,2,6,1,Fa,9,0,0,0,0,3,2008,WD,Normal,135900
293,50,11409,Edwards,1.5Fin,5,4,1949,Gable,TA,TA,768,Y,SBrkr,1716,1,3,1,TA,8,1,1,281,0,1,2009,WD,Normal,131000
294,60,16659,NWAmes,2Story,7,7,1977,Gable,TA,TA,795,Y,SBrkr,2263,2,3,1,Gd,9,1,2,539,0,3,2006,WD,Normal,235000
295,20,9600,NAmes,1Story,6,5,1953,Hip,TA,TA,1416,Y,SBrkr,1644,1,3,1,TA,7,2,2,418,0,10,2009,WD,Normal,167000
296,80,7937,Mitchel,SLvl,6,6,1984,Gable,TA,TA,1003,Y,SBrkr,1003,1,3,1,TA,6,0,2,588,0,3,2006,WD,Normal,142500
297,50,13710,IDOTRR,1.5Fin,5,5,1950,Gable,TA,TA,910,Y,FuseA,1558,1,4,1,TA,6,0,1,282,0,6,2007,WD,Normal,152000
298,60,7399,Somerst,2Story,7,5,1997,Hip,Gd,Gd,975,Y,SBrkr,1950,2,3,1,Gd,7,1,2,576,0,6,2007,WD,Normal,239000
299,60,11700,NWAmes,2Story,6,6,1968,Mansard,Gd,TA,702,Y,SBrkr,1743,1,3,1,TA,7,1,2,539,0,6,2007,WD,Normal,175000
300,20,14000,Crawfor,1Story,6,8,1950,Gable,TA,TA,1092,Y,SBrkr,1152,1,3,1,Gd,6,1,1,300,0,8,2009,WD,Family,158500
301,190,15750,Crawfor,1Story,5,5,1953,Hip,TA,TA,1165,Y,SBrkr,1336,1,2,1,TA,5,2,1,375,0,6,2006,WD,Normal,157000
302,60,16226,CollgCr,2Story,8,5,1998,Gable,Gd,Gd,1028,Y,SBrkr,2452,2,4,1,Gd,9,1,2,683,0,5,2007,WD,Normal,267000
303,20,13704,CollgCr,1Story,7,5,2001,Gable,Gd,Gd,1541,Y,SBrkr,1541,2,3,1,Gd,6,1,3,843,0,1,2006,WD,Normal,205000
304,20,9800,CollgCr,1Story,5,7,1972,Gable,TA,TA,894,Y,SBrkr,894,1,3,1,TA,5,0,2,552,0,7,2006,WD,Abnorml,149900
305,75,18386,OldTown,2.5Fin,7,9,1880,Gable,TA,TA,1470,Y,SBrkr,3493,3,3,1,Gd,10,1,3,870,0,5,2008,WD,Normal,295000
306,20,10386,CollgCr,1Story,8,5,2004,Gable,Gd,Gd,2000,Y,SBrkr,2000,2,3,1,Gd,8,0,3,888,0,7,2007,WD,Normal,305900
307,60,13474,SawyerW,2Story,7,5,1990,Gable,Gd,Gd,700,Y,SBrkr,2243,2,4,1,Gd,8,1,3,746,0,6,2007,WD,Normal,225000
308,50,7920,IDOTRR,1.5Fin,6,7,1920,Gable,TA,TA,319,Y,FuseA,1406,1,3,1,Fa,6,0,0,0,0,3,2008,WD,Normal,89500
309,30,12342,Edwards,1Story,4,5,1940,Gable,TA,TA,861,Y,SBrkr,861,1,1,1,TA,4,0,2,539,0,3,2009,WD,Normal,82500
310,20,12378,NridgHt,1Story,9,5,2003,Gable,Gd,Ex,1896,Y,SBrkr,1944,2,3,1,Ex,8,3,3,708,0,11,2006,WD,Normal,360000
311,60,7685,Gilbert,2Story,6,5,1993,Gable,TA,Gd,697,Y,SBrkr,1501,2,3,1,Gd,6,1,2,420,0,5,2006,WD,Normal,165600
312,20,8000,NAmes,1Story,6,6,1948,Gable,TA,TA,972,Y,SBrkr,972,1,2,1,TA,5,1,1,240,0,5,2009,WD,Normal,132000
313,190,7800,OldTown,1.5Fin,5,7,1939,Gable,TA,Gd,793,Y,SBrkr,1118,1,3,1,TA,5,1,2,410,0,5,2006,WD,Normal,119900
314,20,215245,Timber,1Story,7,5,1965,Hip,TA,Gd,2136,Y,SBrkr,2036,2,3,1,TA,8,2,2,513,0,6,2009,WD,Normal,375000
315,70,9600,OldTown,2Story,7,7,1925,Gable,TA,TA,728,Y,SBrkr,1641,1,3,1,Ex,6,1,2,546,0,8,2006,WD,Normal,178000
316,60,7795,Gilbert,2Story,7,5,2004,Gable,Gd,Gd,716,Y,SBrkr,1432,2,3,1,Gd,6,1,2,432,0,7,2009,WD,Normal,188500
317,60,13005,NWAmes,2Story,7,7,1980,Gable,Gd,Gd,845,Y,SBrkr,2353,2,4,1,Ex,10,1,2,484,0,8,2009,WD,Normal,260000
318,60,9000,Somerst,2Story,8,5,2006,Gable,Gd,Gd,1088,Y,SBrkr,1959,2,3,1,Gd,8,1,3,1025,0,12,2007,WD,Normal,270000
319,60,9900,NoRidge,2Story,7,5,1993,Gable,Gd,Gd,1347,Y,SBrkr,2646,2,4,1,Gd,9,1,3,656,0,4,2009,WD,Normal,260000
320,80,14115,NWAmes,SLvl,7,5,1980,Gable,TA,Gd,1372,Y,SBrkr,1472,2,3,1,TA,6,2,2,588,0,6,2009,WD,Normal,187500
321,60,16259,NridgHt,2Story,9,5,2006,Gable,TA,Ex,1249,Y,SBrkr,2596,3,4,1,Gd,9,0,3,840,0,9,2006,New,Partial,342643
322,60,12099,NridgHt,2Story,8,5,2004,Gable,Gd,Ex,1136,Y,SBrkr,2468,2,4,1,Gd,10,1,3,872,0,6,2007,WD,Normal,354000
323,60,10380,SawyerW,2Story,7,5,1986,Gable,Gd,TA,1502,Y,SBrkr,2730,2,4,1,Gd,8,1,2,576,0,8,2007,WD,Normal,301000
324,20,5820,OldTown,1Story,3,8,1955,Gable,TA,TA,1162,Y,SBrkr,1163,1,3,1,TA,6,0,1,220,0,7,2006,WD,Normal,126175
325,80,11275,NAmes,SLvl,7,7,1967,Mansard,Gd,Gd,710,Y,SBrkr,2978,2,5,1,Gd,11,1,2,564,0,6,2010,WD,Normal,242000
326,45,5000,IDOTRR,1.5Unf,5,6,1941,Gable,TA,TA,720,N,FuseF,803,1,2,1,TA,5,0,2,360,0,12,2007,WD,Normal,87000
